query_type,victim_model,method_key,method_original,n_score,score_mean,score_ci_low,score_ci_high,n_refusal,refusal_mean,refusal_ci_low,refusal_ci_high,n,query_type_display,method_display,Score,Refusal
value,gemini-2.5-flash,sql_responses,SQL_responses,159,0.463,0.399,0.528,159,0.415,0.34,0.491,159,Viewpoint,SQL_responses,"0.463 [0.399, 0.528]","0.415 [0.340, 0.491]"
value,gemini-2.5-flash,cipher,cipher,159,0.708,0.643,0.768,159,0.22,0.157,0.283,159,Viewpoint,cipher,"0.708 [0.643, 0.768]","0.220 [0.157, 0.283]"
value,gpt-4o,flipattack,flipattack,159,0.73,0.675,0.779,159,0.145,0.094,0.201,159,Viewpoint,FlipAttack,"0.730 [0.675, 0.779]","0.145 [0.094, 0.201]"
value,gpt-4o,our_meli_query,Our_meli_query,159,0.309,0.241,0.378,159,0.654,0.579,0.73,159,Viewpoint,Our_meli_query,"0.309 [0.241, 0.378]","0.654 [0.579, 0.730]"
value,gpt-4o,our_neutral_question,Our_neutral_question,159,0.675,0.616,0.729,159,0.189,0.132,0.252,159,Viewpoint,Our_neutral_question,"0.675 [0.616, 0.729]","0.189 [0.132, 0.252]"
value,gpt-4o,pap,PAP,159,0.802,0.744,0.856,159,0.164,0.107,0.226,159,Viewpoint,PAP,"0.802 [0.744, 0.856]","0.164 [0.107, 0.226]"
value,gpt-4o,pap_authority_endorsement,PAP_Authority endorsement,159,0.49,0.417,0.562,159,0.459,0.384,0.535,159,Viewpoint,PAP_Authority endorsement,"0.490 [0.417, 0.562]","0.459 [0.384, 0.535]"
value,gpt-4o,pap_evidence_based_persuasion,PAP_Evidence-based Persuasion,159,0.417,0.347,0.489,159,0.541,0.465,0.616,159,Viewpoint,PAP_Evidence-based Persuasion,"0.417 [0.347, 0.489]","0.541 [0.465, 0.616]"
value,gpt-4o,pap_expert_endorsement,PAP_Expert Endorsement,159,0.564,0.491,0.634,159,0.384,0.308,0.459,159,Viewpoint,PAP_Expert Endorsement,"0.564 [0.491, 0.634]","0.384 [0.308, 0.459]"
value,gpt-4o,pap_logical_appeal,PAP_Logical appeal,159,0.496,0.422,0.567,159,0.453,0.377,0.528,159,Viewpoint,PAP_Logical appeal,"0.496 [0.422, 0.567]","0.453 [0.377, 0.528]"
value,gpt-4o,pap_misrepresentation,PAP_Misrepresentation,159,0.638,0.57,0.705,159,0.302,0.233,0.377,159,Viewpoint,PAP_Misrepresentation,"0.638 [0.570, 0.705]","0.302 [0.233, 0.377]"
value,gpt-4o,our_trap,Our_trap,159,0.881,0.841,0.917,159,0.063,0.025,0.107,159,Viewpoint,RebuttalAttack,"0.881 [0.841, 0.917]","0.063 [0.025, 0.107]"
value,gpt-4o,sql_responses,SQL_responses,159,0.503,0.436,0.569,159,0.377,0.302,0.453,159,Viewpoint,SQL_responses,"0.503 [0.436, 0.569]","0.377 [0.302, 0.453]"
value,gpt-4o,cipher,cipher,159,0.425,0.354,0.493,159,0.516,0.44,0.591,159,Viewpoint,cipher,"0.425 [0.354, 0.493]","0.516 [0.440, 0.591]"
value,gpt-5.1,flipattack,flipattack,159,0.063,0.031,0.101,159,0.937,0.899,0.969,159,Viewpoint,FlipAttack,"0.063 [0.031, 0.101]","0.937 [0.899, 0.969]"
value,gpt-5.1,our_meli_query,Our_meli_query,159,0.057,0.025,0.094,159,0.943,0.906,0.975,159,Viewpoint,Our_meli_query,"0.057 [0.025, 0.094]","0.943 [0.906, 0.975]"
value,gpt-5.1,our_neutral_question,Our_neutral_question,159,0.59,0.518,0.663,159,0.371,0.296,0.447,159,Viewpoint,Our_neutral_question,"0.590 [0.518, 0.663]","0.371 [0.296, 0.447]"
value,gpt-5.1,pap,PAP,159,0.782,0.718,0.842,159,0.208,0.145,0.27,159,Viewpoint,PAP,"0.782 [0.718, 0.842]","0.208 [0.145, 0.270]"
value,gpt-5.1,pap_authority_endorsement,PAP_Authority endorsement,159,0.436,0.362,0.51,159,0.547,0.472,0.623,159,Viewpoint,PAP_Authority endorsement,"0.436 [0.362, 0.510]","0.547 [0.472, 0.623]"
value,gpt-5.1,pap_evidence_based_persuasion,PAP_Evidence-based Persuasion,159,0.368,0.296,0.44,159,0.616,0.541,0.692,159,Viewpoint,PAP_Evidence-based Persuasion,"0.368 [0.296, 0.440]","0.616 [0.541, 0.692]"
value,gpt-5.1,pap_expert_endorsement,PAP_Expert Endorsement,159,0.387,0.314,0.462,159,0.604,0.528,0.679,159,Viewpoint,PAP_Expert Endorsement,"0.387 [0.314, 0.462]","0.604 [0.528, 0.679]"
value,gpt-5.1,pap_logical_appeal,PAP_Logical appeal,159,0.49,0.412,0.565,159,0.497,0.415,0.579,159,Viewpoint,PAP_Logical appeal,"0.490 [0.412, 0.565]","0.497 [0.415, 0.579]"
value,gpt-5.1,pap_misrepresentation,PAP_Misrepresentation,159,0.517,0.44,0.591,159,0.465,0.39,0.547,159,Viewpoint,PAP_Misrepresentation,"0.517 [0.440, 0.591]","0.465 [0.390, 0.547]"
value,gpt-5.1,our_trap,Our_trap,159,0.62,0.547,0.689,159,0.34,0.27,0.415,159,Viewpoint,RebuttalAttack,"0.620 [0.547, 0.689]","0.340 [0.270, 0.415]"
value,gpt-5.1,sql_responses,SQL_responses,159,0.213,0.153,0.278,159,0.774,0.711,0.836,159,Viewpoint,SQL_responses,"0.213 [0.153, 0.278]","0.774 [0.711, 0.836]"
value,gpt-5.1,cipher,cipher,159,0.038,0.013,0.069,159,0.962,0.931,0.987,159,Viewpoint,cipher,"0.038 [0.013, 0.069]","0.962 [0.931, 0.987]"
value,llama-4,flipattack,flipattack,159,0.263,0.205,0.323,159,0.642,0.566,0.717,159,Viewpoint,FlipAttack,"0.263 [0.205, 0.323]","0.642 [0.566, 0.717]"
value,llama-4,our_meli_query,Our_meli_query,159,0.42,0.348,0.49,159,0.528,0.453,0.604,159,Viewpoint,Our_meli_query,"0.420 [0.348, 0.490]","0.528 [0.453, 0.604]"
value,llama-4,our_neutral_question,Our_neutral_question,159,0.781,0.736,0.824,159,0.082,0.044,0.126,159,Viewpoint,Our_neutral_question,"0.781 [0.736, 0.824]","0.082 [0.044, 0.126]"
value,llama-4,pap,PAP,159,0.872,0.825,0.916,159,0.094,0.05,0.138,159,Viewpoint,PAP,"0.872 [0.825, 0.916]","0.094 [0.050, 0.138]"
value,llama-4,pap_authority_endorsement,PAP_Authority endorsement,159,0.508,0.436,0.577,159,0.428,0.352,0.503,159,Viewpoint,PAP_Authority endorsement,"0.508 [0.436, 0.577]","0.428 [0.352, 0.503]"
value,llama-4,pap_evidence_based_persuasion,PAP_Evidence-based Persuasion,159,0.461,0.389,0.532,159,0.491,0.415,0.566,159,Viewpoint,PAP_Evidence-based Persuasion,"0.461 [0.389, 0.532]","0.491 [0.415, 0.566]"
value,llama-4,pap_expert_endorsement,PAP_Expert Endorsement,159,0.558,0.488,0.627,159,0.371,0.296,0.447,159,Viewpoint,PAP_Expert Endorsement,"0.558 [0.488, 0.627]","0.371 [0.296, 0.447]"
value,llama-4,pap_logical_appeal,PAP_Logical appeal,159,0.479,0.408,0.55,159,0.465,0.39,0.541,159,Viewpoint,PAP_Logical appeal,"0.479 [0.408, 0.550]","0.465 [0.390, 0.541]"
value,llama-4,pap_misrepresentation,PAP_Misrepresentation,159,0.693,0.628,0.754,159,0.239,0.176,0.308,159,Viewpoint,PAP_Misrepresentation,"0.693 [0.628, 0.754]","0.239 [0.176, 0.308]"
value,llama-4,our_trap,Our_trap,159,0.798,0.749,0.844,159,0.113,0.069,0.164,159,Viewpoint,RebuttalAttack,"0.798 [0.749, 0.844]","0.113 [0.069, 0.164]"
value,llama-4,sql_responses,SQL_responses,159,0.391,0.33,0.454,159,0.484,0.409,0.566,159,Viewpoint,SQL_responses,"0.391 [0.330, 0.454]","0.484 [0.409, 0.566]"
value,llama-4,cipher,cipher,159,0.006,0.0,0.019,159,0.994,0.981,1.0,159,Viewpoint,cipher,"0.006 [0.000, 0.019]","0.994 [0.981, 1.000]"
value,qwen3-next,flipattack,flipattack,159,0.075,0.043,0.11,159,0.868,0.811,0.918,159,Viewpoint,FlipAttack,"0.075 [0.043, 0.110]","0.868 [0.811, 0.918]"
value,qwen3-next,our_meli_query,Our_meli_query,159,0.031,0.006,0.063,159,0.969,0.937,0.994,159,Viewpoint,Our_meli_query,"0.031 [0.006, 0.063]","0.969 [0.937, 0.994]"
value,qwen3-next,our_neutral_question,Our_neutral_question,159,0.454,0.381,0.529,159,0.516,0.434,0.597,159,Viewpoint,Our_neutral_question,"0.454 [0.381, 0.529]","0.516 [0.434, 0.597]"
value,qwen3-next,pap,PAP,159,0.671,0.597,0.742,159,0.327,0.258,0.396,159,Viewpoint,PAP,"0.671 [0.597, 0.742]","0.327 [0.258, 0.396]"
value,qwen3-next,pap_authority_endorsement,PAP_Authority endorsement,159,0.318,0.247,0.39,159,0.679,0.604,0.748,159,Viewpoint,PAP_Authority endorsement,"0.318 [0.247, 0.390]","0.679 [0.604, 0.748]"
value,qwen3-next,pap_evidence_based_persuasion,PAP_Evidence-based Persuasion,159,0.281,0.211,0.356,159,0.717,0.648,0.786,159,Viewpoint,PAP_Evidence-based Persuasion,"0.281 [0.211, 0.356]","0.717 [0.648, 0.786]"
value,qwen3-next,pap_expert_endorsement,PAP_Expert Endorsement,159,0.313,0.244,0.388,159,0.686,0.61,0.755,159,Viewpoint,PAP_Expert Endorsement,"0.313 [0.244, 0.388]","0.686 [0.610, 0.755]"
value,qwen3-next,pap_logical_appeal,PAP_Logical appeal,159,0.384,0.31,0.458,159,0.61,0.535,0.686,159,Viewpoint,PAP_Logical appeal,"0.384 [0.310, 0.458]","0.610 [0.535, 0.686]"
value,qwen3-next,pap_misrepresentation,PAP_Misrepresentation,159,0.412,0.337,0.49,159,0.585,0.509,0.66,159,Viewpoint,PAP_Misrepresentation,"0.412 [0.337, 0.490]","0.585 [0.509, 0.660]"
value,qwen3-next,our_trap,Our_trap,159,0.929,0.895,0.959,159,0.038,0.013,0.069,159,Viewpoint,RebuttalAttack,"0.929 [0.895, 0.959]","0.038 [0.013, 0.069]"
value,qwen3-next,sql_responses,SQL_responses,159,0.839,0.788,0.886,159,0.107,0.063,0.157,159,Viewpoint,SQL_responses,"0.839 [0.788, 0.886]","0.107 [0.063, 0.157]"
value,qwen3-next,cipher,cipher,159,0.524,0.448,0.598,159,0.453,0.377,0.528,159,Viewpoint,cipher,"0.524 [0.448, 0.598]","0.453 [0.377, 0.528]"
