query_type,victim_model,method,method_key,source_file,metric,total_items,raw_n,valid_metric_n,no_response_nan_to_zero_n,response_nan_dropped_n,before_padding_n,padding_n,final_n,text_col
stem,gemini-2.5-flash,cipher,cipher,gpt-5.1/eval/stem/gemini-2.5-flash/cipher.csv,refusal,156,156,147,0,9,147,9,156,answer
stem,gemini-2.5-flash,Our_baseline,our_baseline,gpt-5.1/eval/stem/gemini-2.5-flash/Our_baseline.csv,score,156,156,151,0,5,151,5,156,answer
stem,gemini-2.5-flash,Our_baseline,our_baseline,gpt-5.1/eval/stem/gemini-2.5-flash/Our_baseline.csv,refusal,156,156,151,0,5,151,5,156,answer
stem,gemini-2.5-flash,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/gemini-2.5-flash/PAP_Misrepresentation.csv,score,156,156,154,0,2,154,2,156,response
stem,gemini-2.5-flash,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/gemini-2.5-flash/PAP_Misrepresentation.csv,refusal,156,156,145,9,2,154,2,156,response
stem,gemini-2.5-flash,Our_trap,our_trap,gpt-5.1/eval/stem/gemini-2.5-flash/Our_trap.csv,score,156,156,148,0,8,148,8,156,answer
stem,gemini-2.5-flash,Our_trap,our_trap,gpt-5.1/eval/stem/gemini-2.5-flash/Our_trap.csv,refusal,156,156,148,0,8,148,8,156,answer
stem,gemini-2.5-flash,flipattack,flipattack,gpt-5.1/eval/stem/gemini-2.5-flash/flipattack.csv,score,156,156,145,0,11,145,11,156,answer
stem,gemini-2.5-flash,flipattack,flipattack,gpt-5.1/eval/stem/gemini-2.5-flash/flipattack.csv,refusal,156,156,145,0,11,145,11,156,answer
stem,gemini-2.5-flash,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/gemini-2.5-flash/PAP_Expert Endorsement.csv,score,156,156,156,0,0,156,0,156,response
stem,gemini-2.5-flash,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/gemini-2.5-flash/PAP_Expert Endorsement.csv,refusal,156,156,146,10,0,156,0,156,response
stem,gpt-4o,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/stem/gpt-4o/PAP_Authority endorsement.csv,score,156,156,156,0,0,156,0,156,response
stem,gpt-4o,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/stem/gpt-4o/PAP_Authority endorsement.csv,refusal,156,156,147,9,0,156,0,156,response
stem,gpt-4o,SQL_responses,sql_responses,gpt-5.1/eval/stem/gpt-4o/SQL_responses.csv,score,156,145,145,0,0,145,11,156,answer
stem,gpt-4o,SQL_responses,sql_responses,gpt-5.1/eval/stem/gpt-4o/SQL_responses.csv,refusal,156,145,145,0,0,145,11,156,answer
stem,gpt-4o,PAP,pap,gpt-5.1/eval/stem/gpt-4o/PAP.csv,score,156,156,156,0,0,156,0,156,response
stem,gpt-4o,PAP,pap,gpt-5.1/eval/stem/gpt-4o/PAP.csv,refusal,156,156,148,8,0,156,0,156,response
stem,gpt-4o,Our_meli_query,our_meli_query,gpt-5.1/eval/stem/gpt-4o/Our_meli_query.csv,score,156,156,147,0,9,147,9,156,answer
stem,gpt-4o,Our_meli_query,our_meli_query,gpt-5.1/eval/stem/gpt-4o/Our_meli_query.csv,refusal,156,156,147,0,9,147,9,156,answer
stem,gpt-4o,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/stem/gpt-4o/PAP_Evidence-based Persuasion.csv,score,156,156,154,0,2,154,2,156,response
stem,gpt-4o,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/stem/gpt-4o/PAP_Evidence-based Persuasion.csv,refusal,156,156,145,9,2,154,2,156,response
stem,gpt-4o,Our_neutral_question,our_neutral_question,gpt-5.1/eval/stem/gpt-4o/Our_neutral_question.csv,score,156,156,150,0,6,150,6,156,answer
stem,gpt-4o,Our_neutral_question,our_neutral_question,gpt-5.1/eval/stem/gpt-4o/Our_neutral_question.csv,refusal,156,156,150,0,6,150,6,156,answer
stem,gpt-4o,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/stem/gpt-4o/PAP_Logical appeal.csv,score,156,156,156,0,0,156,0,156,response
stem,gpt-4o,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/stem/gpt-4o/PAP_Logical appeal.csv,refusal,156,156,146,10,0,156,0,156,response
stem,gpt-4o,cipher,cipher,gpt-5.1/eval/stem/gpt-4o/cipher.csv,score,156,156,148,0,8,148,8,156,answer
stem,gpt-4o,cipher,cipher,gpt-5.1/eval/stem/gpt-4o/cipher.csv,refusal,156,156,148,0,8,148,8,156,answer
stem,gpt-4o,Our_baseline,our_baseline,gpt-5.1/eval/stem/gpt-4o/Our_baseline.csv,score,156,156,151,0,5,151,5,156,answer
stem,gpt-4o,Our_baseline,our_baseline,gpt-5.1/eval/stem/gpt-4o/Our_baseline.csv,refusal,156,156,151,0,5,151,5,156,answer
stem,gpt-4o,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/gpt-4o/PAP_Misrepresentation.csv,score,156,156,156,0,0,156,0,156,response
stem,gpt-4o,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/gpt-4o/PAP_Misrepresentation.csv,refusal,156,156,147,9,0,156,0,156,response
stem,gpt-4o,Our_trap,our_trap,gpt-5.1/eval/stem/gpt-4o/Our_trap.csv,score,156,156,149,0,7,149,7,156,answer
stem,gpt-4o,Our_trap,our_trap,gpt-5.1/eval/stem/gpt-4o/Our_trap.csv,refusal,156,156,149,0,7,149,7,156,answer
stem,gpt-4o,flipattack,flipattack,gpt-5.1/eval/stem/gpt-4o/flipattack.csv,score,156,156,147,0,9,147,9,156,answer
stem,gpt-4o,flipattack,flipattack,gpt-5.1/eval/stem/gpt-4o/flipattack.csv,refusal,156,156,147,0,9,147,9,156,answer
stem,gpt-4o,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/gpt-4o/PAP_Expert Endorsement.csv,score,156,156,156,0,0,156,0,156,response
stem,gpt-4o,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/gpt-4o/PAP_Expert Endorsement.csv,refusal,156,156,146,10,0,156,0,156,response
stem,llama-4,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/stem/llama-4/PAP_Authority endorsement.csv,score,156,156,155,0,1,155,1,156,response
stem,llama-4,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/stem/llama-4/PAP_Authority endorsement.csv,refusal,156,156,146,9,1,155,1,156,response
stem,llama-4,SQL_responses,sql_responses,gpt-5.1/eval/stem/llama-4/SQL_responses.csv,score,156,145,144,0,1,144,12,156,answer
stem,llama-4,SQL_responses,sql_responses,gpt-5.1/eval/stem/llama-4/SQL_responses.csv,refusal,156,145,144,0,1,144,12,156,answer
stem,llama-4,PAP,pap,gpt-5.1/eval/stem/llama-4/PAP.csv,score,156,156,156,0,0,156,0,156,response
stem,llama-4,PAP,pap,gpt-5.1/eval/stem/llama-4/PAP.csv,refusal,156,156,148,8,0,156,0,156,response
stem,llama-4,Our_meli_query,our_meli_query,gpt-5.1/eval/stem/llama-4/Our_meli_query.csv,score,156,156,147,0,9,147,9,156,answer
stem,llama-4,Our_meli_query,our_meli_query,gpt-5.1/eval/stem/llama-4/Our_meli_query.csv,refusal,156,156,147,0,9,147,9,156,answer
stem,llama-4,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/stem/llama-4/PAP_Evidence-based Persuasion.csv,score,156,156,156,0,0,156,0,156,response
stem,llama-4,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/stem/llama-4/PAP_Evidence-based Persuasion.csv,refusal,156,156,147,9,0,156,0,156,response
stem,llama-4,Our_neutral_question,our_neutral_question,gpt-5.1/eval/stem/llama-4/Our_neutral_question.csv,score,156,156,149,0,7,149,7,156,answer
stem,llama-4,Our_neutral_question,our_neutral_question,gpt-5.1/eval/stem/llama-4/Our_neutral_question.csv,refusal,156,156,149,0,7,149,7,156,answer
stem,llama-4,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/stem/llama-4/PAP_Logical appeal.csv,score,156,156,155,0,1,155,1,156,response
stem,llama-4,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/stem/llama-4/PAP_Logical appeal.csv,refusal,156,156,145,10,1,155,1,156,response
stem,llama-4,cipher,cipher,gpt-5.1/eval/stem/llama-4/cipher.csv,score,156,156,146,0,10,146,10,156,response
stem,llama-4,cipher,cipher,gpt-5.1/eval/stem/llama-4/cipher.csv,refusal,156,156,146,0,10,146,10,156,response
stem,llama-4,Our_baseline,our_baseline,gpt-5.1/eval/stem/llama-4/Our_baseline.csv,score,156,156,151,0,5,151,5,156,answer
stem,llama-4,Our_baseline,our_baseline,gpt-5.1/eval/stem/llama-4/Our_baseline.csv,refusal,156,156,151,0,5,151,5,156,answer
stem,llama-4,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/llama-4/PAP_Misrepresentation.csv,score,156,156,156,0,0,156,0,156,response
stem,llama-4,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/llama-4/PAP_Misrepresentation.csv,refusal,156,156,147,9,0,156,0,156,response
stem,llama-4,Our_trap,our_trap,gpt-5.1/eval/stem/llama-4/Our_trap.csv,score,156,156,149,0,7,149,7,156,answer
stem,llama-4,Our_trap,our_trap,gpt-5.1/eval/stem/llama-4/Our_trap.csv,refusal,156,156,149,0,7,149,7,156,answer
stem,llama-4,flipattack,flipattack,gpt-5.1/eval/stem/llama-4/flipattack.csv,score,156,156,147,0,9,147,9,156,response
stem,llama-4,flipattack,flipattack,gpt-5.1/eval/stem/llama-4/flipattack.csv,refusal,156,156,147,0,9,147,9,156,response
stem,llama-4,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/llama-4/PAP_Expert Endorsement.csv,score,156,156,156,0,0,156,0,156,response
stem,llama-4,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/llama-4/PAP_Expert Endorsement.csv,refusal,156,156,146,10,0,156,0,156,response
stem,qwen3-next,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/stem/qwen3-next/PAP_Authority endorsement.csv,score,156,156,156,0,0,156,0,156,response
stem,qwen3-next,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/stem/qwen3-next/PAP_Authority endorsement.csv,refusal,156,156,147,9,0,156,0,156,response
stem,qwen3-next,SQL_responses,sql_responses,gpt-5.1/eval/stem/qwen3-next/SQL_responses.csv,score,156,145,144,0,1,144,12,156,answer
stem,qwen3-next,SQL_responses,sql_responses,gpt-5.1/eval/stem/qwen3-next/SQL_responses.csv,refusal,156,145,144,0,1,144,12,156,answer
stem,qwen3-next,PAP,pap,gpt-5.1/eval/stem/qwen3-next/PAP.csv,score,156,156,156,0,0,156,0,156,response
stem,qwen3-next,PAP,pap,gpt-5.1/eval/stem/qwen3-next/PAP.csv,refusal,156,156,147,9,0,156,0,156,response
stem,qwen3-next,Our_meli_query,our_meli_query,gpt-5.1/eval/stem/qwen3-next/Our_meli_query.csv,score,156,156,153,0,3,153,3,156,answer
stem,qwen3-next,Our_meli_query,our_meli_query,gpt-5.1/eval/stem/qwen3-next/Our_meli_query.csv,refusal,156,156,153,0,3,153,3,156,answer
stem,qwen3-next,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/stem/qwen3-next/PAP_Evidence-based Persuasion.csv,score,156,156,156,0,0,156,0,156,response
stem,qwen3-next,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/stem/qwen3-next/PAP_Evidence-based Persuasion.csv,refusal,156,156,147,9,0,156,0,156,response
stem,qwen3-next,Our_neutral_question,our_neutral_question,gpt-5.1/eval/stem/qwen3-next/Our_neutral_question.csv,score,156,156,150,0,6,150,6,156,answer
stem,qwen3-next,Our_neutral_question,our_neutral_question,gpt-5.1/eval/stem/qwen3-next/Our_neutral_question.csv,refusal,156,156,150,0,6,150,6,156,answer
stem,qwen3-next,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/stem/qwen3-next/PAP_Logical appeal.csv,score,156,156,155,0,1,155,1,156,response
stem,qwen3-next,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/stem/qwen3-next/PAP_Logical appeal.csv,refusal,156,156,144,10,2,154,2,156,response
stem,qwen3-next,cipher,cipher,gpt-5.1/eval/stem/qwen3-next/cipher.csv,score,156,156,146,0,10,146,10,156,response
stem,qwen3-next,cipher,cipher,gpt-5.1/eval/stem/qwen3-next/cipher.csv,refusal,156,156,146,0,10,146,10,156,response
stem,qwen3-next,Our_baseline,our_baseline,gpt-5.1/eval/stem/qwen3-next/Our_baseline.csv,score,156,156,151,0,5,151,5,156,answer
stem,qwen3-next,Our_baseline,our_baseline,gpt-5.1/eval/stem/qwen3-next/Our_baseline.csv,refusal,156,156,151,0,5,151,5,156,answer
stem,qwen3-next,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/qwen3-next/PAP_Misrepresentation.csv,score,156,156,153,0,3,153,3,156,response
stem,qwen3-next,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/stem/qwen3-next/PAP_Misrepresentation.csv,refusal,156,156,144,9,3,153,3,156,response
stem,qwen3-next,Our_trap,our_trap,gpt-5.1/eval/stem/qwen3-next/Our_trap.csv,score,156,156,148,0,8,148,8,156,answer
stem,qwen3-next,Our_trap,our_trap,gpt-5.1/eval/stem/qwen3-next/Our_trap.csv,refusal,156,156,148,0,8,148,8,156,answer
stem,qwen3-next,flipattack,flipattack,gpt-5.1/eval/stem/qwen3-next/flipattack.csv,score,156,156,147,0,9,147,9,156,response
stem,qwen3-next,flipattack,flipattack,gpt-5.1/eval/stem/qwen3-next/flipattack.csv,refusal,156,156,147,0,9,147,9,156,response
stem,qwen3-next,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/qwen3-next/PAP_Expert Endorsement.csv,score,156,156,156,0,0,156,0,156,response
stem,qwen3-next,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/stem/qwen3-next/PAP_Expert Endorsement.csv,refusal,156,156,146,10,0,156,0,156,response
value,gpt-5.1,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/gpt-5.1/PAP_Authority endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-5.1,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/gpt-5.1/PAP_Authority endorsement.csv,refusal,159,159,158,1,0,159,0,159,response
value,gpt-5.1,SQL_responses,sql_responses,gpt-5.1/eval/value/gpt-5.1/SQL_responses.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,SQL_responses,sql_responses,gpt-5.1/eval/value/gpt-5.1/SQL_responses.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,PAP,pap,gpt-5.1/eval/value/gpt-5.1/PAP.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-5.1,PAP,pap,gpt-5.1/eval/value/gpt-5.1/PAP.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-5.1,Our_meli_query,our_meli_query,gpt-5.1/eval/value/gpt-5.1/Our_meli_query.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,Our_meli_query,our_meli_query,gpt-5.1/eval/value/gpt-5.1/Our_meli_query.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/gpt-5.1/PAP_Evidence-based Persuasion.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-5.1,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/gpt-5.1/PAP_Evidence-based Persuasion.csv,refusal,159,159,159,0,0,159,0,159,response
value,gpt-5.1,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/gpt-5.1/Our_neutral_question.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/gpt-5.1/Our_neutral_question.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/gpt-5.1/PAP_Logical appeal.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-5.1,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/gpt-5.1/PAP_Logical appeal.csv,refusal,159,159,158,1,0,159,0,159,response
value,gpt-5.1,cipher,cipher,gpt-5.1/eval/value/gpt-5.1/cipher.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,cipher,cipher,gpt-5.1/eval/value/gpt-5.1/cipher.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/gpt-5.1/PAP_Misrepresentation.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-5.1,PAP_Misrepresentation,pap_misrepresentation,gpt-5.1/eval/value/gpt-5.1/PAP_Misrepresentation.csv,refusal,159,159,157,2,0,159,0,159,response
value,gpt-5.1,Our_trap,our_trap,gpt-5.1/eval/value/gpt-5.1/Our_trap.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,Our_trap,our_trap,gpt-5.1/eval/value/gpt-5.1/Our_trap.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,flipattack,flipattack,gpt-5.1/eval/value/gpt-5.1/flipattack.csv,score,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,flipattack,flipattack,gpt-5.1/eval/value/gpt-5.1/flipattack.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gpt-5.1,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/gpt-5.1/PAP_Expert Endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,gpt-5.1,PAP_Expert Endorsement,pap_expert_endorsement,gpt-5.1/eval/value/gpt-5.1/PAP_Expert Endorsement.csv,refusal,159,159,158,1,0,159,0,159,response
value,gemini-2.5-flash,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Authority endorsement.csv,score,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,PAP_Authority endorsement,pap_authority_endorsement,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Authority endorsement.csv,refusal,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,SQL_responses,sql_responses,gpt-5.1/eval/value/gemini-2.5-flash/SQL_responses.csv,score,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,SQL_responses,sql_responses,gpt-5.1/eval/value/gemini-2.5-flash/SQL_responses.csv,refusal,159,159,158,1,0,159,0,159,answer
value,gemini-2.5-flash,PAP,pap,gpt-5.1/eval/value/gemini-2.5-flash/PAP.csv,score,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,PAP,pap,gpt-5.1/eval/value/gemini-2.5-flash/PAP.csv,refusal,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,Our_meli_query,our_meli_query,gpt-5.1/eval/value/gemini-2.5-flash/Our_meli_query.csv,score,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,Our_meli_query,our_meli_query,gpt-5.1/eval/value/gemini-2.5-flash/Our_meli_query.csv,refusal,159,159,159,0,0,159,0,159,answer
value,gemini-2.5-flash,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Evidence-based Persuasion.csv,score,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,PAP_Evidence-based Persuasion,pap_evidence_based_persuasion,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Evidence-based Persuasion.csv,refusal,159,159,159,0,0,159,0,159,response
value,gemini-2.5-flash,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/gemini-2.5-flash/Our_neutral_question.csv,score,159,159,157,0,2,157,2,159,answer
value,gemini-2.5-flash,Our_neutral_question,our_neutral_question,gpt-5.1/eval/value/gemini-2.5-flash/Our_neutral_question.csv,refusal,159,159,156,0,3,156,3,159,answer
value,gemini-2.5-flash,PAP_Logical appeal,pap_logical_appeal,gpt-5.1/eval/value/gemini-2.5-flash/PAP_Logical appeal.csv,score,159,159,159,0,0,159,0,159,response
